customer_id,first_name,last_name,email,phone,country,created_at,is_active
C00185,Bhavna,Chawan,user185@email.com,8845936723,US,2022-10-18 19:31:00.660547733,True
C00186,Sara,Patel,user186@email.com,8546704513,UK,2022-01-20 05:16:33.993390083,True
C00187,Alex,Smith,user187@email.com,6409145062,UK,2022-11-18 04:09:01.048727751,True
C00188,Neha,Smith,user188@email.com,6702329669,IN,2024-04-26 14:10:06.407697678,True
C00189,Neha,Brown,user189@email.com,8800848016,UK,2023-07-22 04:00:09.605831623,True
C00190,Amit,Singh,,7679682426,UK,2023-01-17 03:57:07.878465414,True
C00191,Neha,Smith,user191@email.com,7340665688,IN,2023-02-12 01:18:31.212498188,False
C00192,Meera,Doe,user192@email.com,7713889307,DE,2022-01-02 11:34:23.821689129,False
C00193,Bhavna,Smith,user193@email.com,7108674625,DE,2022-11-25 06:45:28.311891794,True
C00194,Neha,Brown,user194@email.com,9685022882,UK,2023-12-09 20:56:08.628881216,True
C00195,Neha,Smith,user195@email.com,8820662500,DE,2024-12-02 17:49:47.940577984,True
C00196,Alex,Doe,user196@email.com,6038785284,DE,2024-07-16 12:45:30.719292641,True
C00197,Alex,Chawan,user197@email.com,7396680702,UK,2022-01-26 20:04:32.415184259,True
C00198,John,Singh,user198@email.com,8527212992,DE,2024-09-10 22:10:21.687077284,False
C00199,Sara,Brown,user199@email.com,9322041767,UK,2024-05-07 14:27:15.485356331,True
C00200,Meera,Chawan,user200@email.com,8571456971,US,2024-05-04 12:17:04.298803329,True
C00201,Neha,Chawan,user201@email.com,6562098103,IN,2023-05-17 12:07:42.767809868,True
C00202,Chris,Chawan,user202@email.com,7703640739,IN,2023-03-12 19:34:44.755839586,False
C00203,Neha,Shah,user203@email.com,7018026902,DE,2022-11-28 16:37:31.273450613,True
C00204,Bhavna,Singh,user204@email.com,7949011246,DE,2022-03-13 22:27:39.215954542,True
C00205,John,Patel,user205@email.com,7007917342,DE,2022-09-07 22:01:31.269411802,True
C00206,Sara,Singh,user206@email.com,7013829002,IN,2022-09-28 00:44:36.698000908,True
C00207,Chris,Shah,user207@email.com,9795504137,US,2023-06-15 01:32:43.411142826,True
C00208,John,Patel,user208@email.com,6315666114,US,2024-03-29 10:50:20.419300079,False
C00209,Amit,Singh,user209@email.com,7898480245,IN,2023-06-03 19:43:20.245072842,True
C00210,Sara,Chawan,user210@email.com,6729104653,US,2022-03-05 08:09:07.673296928,True
C00211,Neha,Brown,user211@email.com,7421158991,IN,2024-11-14 18:42:57.491892099,True
C00212,Neha,Patel,user212@email.com,8232412105,US,2024-10-29 06:47:42.380855799,True
C00213,Sara,Doe,user213@email.com,7927485020,UK,2024-05-09 18:46:52.298184633,True
C00214,Neha,Doe,user214@email.com,7447417609,UK,2024-12-21 12:05:50.111187696,True
C00215,Meera,Smith,user215@email.com,8875009867,IN,2023-08-20 04:59:44.541567326,True
C00216,Sara,Patel,user216@email.com,9560026973,US,2024-11-20 05:33:08.080755234,True
C00217,John,Brown,user217@email.com,6626019688,DE,2022-03-24 18:54:01.682669640,True
C00218,Sara,Shah,user218@email.com,7850647808,US,2023-02-05 10:05:24.231511831,True
C00219,Chris,Chawan,user219@email.com,7930303620,UK,2022-09-04 19:01:11.003584146,True
C00220,Neha,Smith,,7068219667,UK,2022-08-03 10:29:36.423774958,True
C00221,Meera,Doe,user221@email.com,8524944135,US,2022-06-04 04:18:05.388838291,True
C00222,Meera,Shah,user222@email.com,8650617514,US,2023-11-13 13:01:49.801275730,True
C00223,Amit,Shah,user223@email.com,9035585024,DE,2024-05-05 13:08:18.128540992,True
C00224,John,Chawan,user224@email.com,7084598584,DE,2023-09-26 05:40:54.972361565,True
C00225,Alex,Patel,user225@email.com,6717439551,US,2022-06-10 22:10:48.028721333,True
C00226,Alex,Doe,user226@email.com,7542970229,US,2024-06-07 04:19:57.625865936,True
C00227,Sara,Brown,user227@email.com,6719919059,US,2023-11-28 08:53:22.935346127,True
C00228,Amit,Shah,user228@email.com,7629332763,US,2023-03-02 00:59:41.125262737,True
C00229,Bhavna,Chawan,user229@email.com,6157502584,IN,2024-01-09 04:08:39.000075817,True
C00230,Sara,Brown,user230@email.com,8600766570,US,2022-10-12 14:18:10.276206017,False
C00231,Amit,Patel,user231@email.com,9162822564,DE,2023-01-13 23:39:04.461220264,True
C00232,John,Doe,user232@email.com,7532152494,UK,2024-10-01 15:31:40.647031307,True
C00233,John,Patel,user233@email.com,8851018724,IN,2022-11-15 02:27:30.272561789,True
C00234,John,Shah,user234@email.com,8291416267,US,2023-05-30 15:17:30.073886156,False
C00235,John,Brown,user235@email.com,8038524068,UK,2024-09-01 16:54:32.726762056,True
C00236,John,Brown,user236@email.com,9357763888,IN,2024-02-14 22:55:01.506110191,True
C00237,Amit,Brown,user237@email.com,9625684464,UK,2022-03-10 02:42:02.820990086,True
C00238,Amit,Shah,user238@email.com,9029608055,US,2022-06-11 07:07:26.413144827,True
C00239,Meera,Shah,user239@email.com,9460326955,US,2022-01-09 14:04:37.219749451,True
C00240,Chris,Patel,user240@email.com,7917138743,DE,2023-11-22 20:37:28.730000734,True
C00241,Alex,Smith,user241@email.com,8514077851,US,2023-05-06 04:51:27.431228876,True
C00242,Neha,Patel,user242@email.com,9711780206,US,2022-05-28 00:44:35.094162464,True
C00243,John,Doe,user243@email.com,9729196750,IN,2024-11-14 22:30:31.324939013,True
C00244,Bhavna,Chawan,user244@email.com,8397194117,DE,2023-08-03 23:27:27.163047314,True
C00245,Neha,Brown,user245@email.com,6884081259,IN,2022-09-22 20:57:20.769432306,True
C00246,Amit,Smith,user246@email.com,8318877946,UK,2023-07-03 03:51:42.659804583,True
C00247,Bhavna,Chawan,user247@email.com,6480691132,US,2024-01-15 04:25:20.439403057,True
C00248,Bhavna,Smith,user248@email.com,6146835347,UK,2022-03-25 11:33:59.934042931,False
C00249,Bhavna,Singh,user249@email.com,7158565745,IN,2022-10-28 19:12:58.534050940,True
C00250,Meera,Patel,user250@email.com,6245186177,US,2024-06-02 15:03:11.161552906,True
C00251,Amit,Shah,user251@email.com,6528155592,US,2023-05-19 07:59:34.059055090,True
C00252,Bhavna,Brown,,8281355774,IN,2023-08-22 12:02:50.253391266,True
C00253,John,Patel,user253@email.com,6992699684,IN,2023-04-19 22:24:16.337033510,False
C00254,Sara,Chawan,user254@email.com,6222036249,IN,2022-02-18 01:41:25.773569345,True
C00255,Bhavna,Singh,user255@email.com,6168979228,IN,2022-07-01 11:54:15.169225216,True
C00256,Meera,Singh,user256@email.com,8748791808,IN,2023-05-03 20:50:03.358092785,True
C00257,Neha,Singh,user257@email.com,6524458102,US,2022-08-18 01:23:38.511313200,True
C00258,Amit,Chawan,user258@email.com,6965084194,IN,2022-02-24 17:26:55.943434954,True
C00259,Chris,Chawan,user259@email.com,7942180037,US,2024-07-12 19:06:47.416615009,True
C00260,Meera,Chawan,user260@email.com,6773138916,US,2024-12-10 09:44:22.799158573,True
C00261,Bhavna,Chawan,user261@email.com,6380343354,IN,2024-05-18 11:47:41.023083448,True
C00262,Amit,Singh,user262@email.com,7357880132,IN,2024-07-23 21:28:03.872635126,True
C00263,Sara,Singh,user263@email.com,6443708576,DE,2022-09-22 23:09:32.345035076,False
C00264,Bhavna,Smith,user264@email.com,8178556912,US,2024-11-17 21:16:36.899352789,True
C00265,Meera,Patel,user265@email.com,8511141554,IN,2022-08-04 15:12:27.046929836,True
C00266,Alex,Brown,user266@email.com,6178554061,IN,2024-11-07 19:34:31.498712301,True
C00267,John,Shah,user267@email.com,8955830283,IN,2024-12-25 07:51:03.763530731,True
C00268,Chris,Singh,user268@email.com,6637129193,DE,2024-02-19 08:04:31.206022263,True
C00269,Neha,Shah,user269@email.com,7706729747,DE,2024-12-10 08:27:26.177360773,True
C00270,Meera,Patel,user270@email.com,8061142257,UK,2023-09-16 15:30:19.465284586,True
C00271,Amit,Patel,user271@email.com,8946209018,US,2022-10-12 04:45:29.022723675,True
C00272,Chris,Shah,user272@email.com,6021217066,UK,2023-04-24 12:15:06.751053095,True
C00273,Chris,Singh,user273@email.com,6074645629,IN,2023-10-12 22:46:52.974316120,True
C00274,Chris,Shah,user274@email.com,7387835608,DE,2022-03-22 00:35:00.420251846,True
C00275,Bhavna,Smith,user275@email.com,8744999217,DE,2023-11-13 11:10:51.578908443,True
C00276,John,Doe,user276@email.com,9727680696,UK,2024-12-10 09:21:12.780407190,True
C00277,Bhavna,Singh,user277@email.com,8491563046,DE,2022-07-28 04:01:44.530738830,True
C00278,Amit,Singh,user278@email.com,7953092830,IN,2024-05-17 21:23:58.761811256,True
C00279,Bhavna,Brown,user279@email.com,7091886263,DE,2024-09-21 03:34:49.081902266,True
C00280,Alex,Chawan,user280@email.com,8214468078,UK,2024-10-30 08:28:40.293535471,True
C00281,John,Doe,user281@email.com,8240813482,IN,2024-11-17 08:21:49.261590481,True
C00282,John,Patel,user282@email.com,8099580081,UK,2023-07-25 23:57:33.500160933,True
C00283,Amit,Singh,user283@email.com,7471685526,DE,2024-12-06 03:39:06.559260130,True
C00284,Neha,Shah,user284@email.com,8864160171,UK,2024-04-09 06:06:44.076575041,True
C00285,Alex,Doe,user285@email.com,8285974821,UK,2022-06-27 00:43:31.239506483,True
C00286,Meera,Brown,,6599797587,US,2023-06-07 04:56:05.272721767,True
C00287,Bhavna,Patel,user287@email.com,6540055702,DE,2024-02-26 13:44:35.839594603,True
C00288,Sara,Chawan,user288@email.com,6128735615,DE,2022-09-28 20:06:12.599011898,True
C00289,Bhavna,Chawan,user289@email.com,6570005117,UK,2023-12-03 11:22:01.285193205,True
C00290,Chris,Brown,user290@email.com,7322549036,US,2023-12-31 22:15:38.121642590,True
C00291,Bhavna,Brown,user291@email.com,6616509747,DE,2022-06-28 03:44:57.362240791,True
C00292,Meera,Shah,,9026580815,IN,2023-09-11 18:26:31.240530252,True
C00293,Bhavna,Singh,user293@email.com,6866953961,UK,2024-04-24 22:21:18.793864012,True
C00294,Alex,Chawan,user294@email.com,9147776891,DE,2023-07-01 06:58:41.030416489,True
C00295,Alex,Patel,user295@email.com,8892370294,IN,2022-01-14 06:04:11.671953917,True
C00296,John,Doe,user296@email.com,6697424903,DE,2022-01-10 21:31:51.482653618,True
C00297,Amit,Patel,user297@email.com,6808953172,IN,2023-01-26 22:43:52.174314976,True
C00298,Neha,Smith,user298@email.com,6403300480,UK,2024-10-11 04:22:48.426193953,True
C00299,Sara,Smith,user299@email.com,9138888694,DE,2022-09-08 09:37:32.764738321,True
C00300,Chris,Brown,user300@email.com,8888804103,DE,2023-11-26 15:04:39.876772642,True
C00301,Bhavna,Shah,user301@email.com,6670718620,US,2022-09-01 04:09:13.974553585,True
C00302,Bhavna,Smith,user302@email.com,7905892703,UK,2022-12-19 05:29:14.381710529,True
C00303,Meera,Chawan,user303@email.com,7007433061,IN,2024-07-17 14:32:46.013017178,True
C00304,Amit,Patel,user304@email.com,9728642564,DE,2024-03-09 02:28:43.330275059,True
C00305,Alex,Patel,user305@email.com,6760852565,DE,2022-04-15 11:05:34.828048229,True
